asset_id,substation,oil_temp_c,vibration_mms,gas_ppm,wind_speed_kmh,customers_impacted,failure_label
TR_021,Substation_B,78.61849649788878,0.5761123832875308,280.0876482994721,24.49609104820215,18132,0
TR_022,Substation_A,64.7579056810164,7.482044611763563,62.42970046916752,44.87411293904419,6150,0
TR_023,Substation_B,103.04443585794921,2.877819229193112,126.76427946495568,27.82778423355962,12933,0
TR_024,Substation_D,94.73773000382107,0.9012245447488105,149.89905491263525,13.583139079509692,22963,0
TR_025,Substation_D,94.49136580622397,3.9383868975719727,323.73051099500697,19.236742572999155,9956,1
TR_026,Substation_B,70.46505538667307,2.1285348849920127,118.71635024167568,17.518422901927728,7536,0
TR_027,Substation_B,66.96326765194823,2.3504959254991906,92.17493590820924,87.71152782254535,6987,0
TR_028,Substation_B,57.771459675495905,2.527590722917664,383.4047274248575,69.53986308807026,17942,0
TR_029,Substation_D,43.664407282310265,6.443904592878041,13.456681194252871,87.25972454791277,18932,1
TR_030,Substation_D,96.20695445657846,4.35937408573451,399.1501337159715,42.377941353172226,22999,1
TR_031,Substation_A,92.83856559345504,2.559330823332429,273.9603065543843,28.661320941325812,4748,1
TR_032,Substation_A,104.98164876359849,4.921636888156255,333.10302678515563,72.85492176278086,19360,1
TR_033,Substation_D,104.78139440980385,5.757590326363229,124.90156457501533,32.73158303349747,5103,0
TR_034,Substation_B,76.10306086417079,2.2537296057949168,15.582958290153393,30.447586764954604,20437,0
TR_035,Substation_B,89.98418198673318,3.3670379020502774,297.76911223899674,24.76300933766565,13132,1
TR_036,Substation_A,101.40977244235782,1.0629001373618858,335.31639283026357,16.022713149060003,720,1
TR_037,Substation_D,95.22708039403174,1.5310798613239747,298.7856914618725,26.79936018642511,14726,1
TR_038,Substation_A,56.07762661330785,5.480831046323364,65.71161204732705,35.20217862028045,5318,0
TR_039,Substation_A,69.28536879515607,1.533362946795453,303.83688968021795,62.28950769238708,24076,0
TR_040,Substation_C,48.39536198484717,4.248790730969775,309.87988502198,10.318011588653384,21507,0
TR_041,Substation_C,102.01331677181696,5.7014654676072185,266.8308011113214,22.89308987155415,7849,1
TR_042,Substation_C,79.4013512393072,0.9443276924484764,308.78521379027865,73.76700942479249,6118,0
TR_043,Substation_B,54.861782357725076,4.581766535068338,339.9093614743155,17.488363504620516,10356,0
TR_044,Substation_D,83.66054448638069,2.126845991240774,249.30560455260877,34.12483745441433,24093,0
TR_045,Substation_D,80.17833562976323,7.70712231437688,44.55583844817483,78.4960083579419,5076,1
TR_046,Substation_D,63.28057667213463,3.9200106090874054,200.17484577021224,18.168651447192627,18755,0
TR_047,Substation_D,47.381243492975884,6.467341143223749,40.283240521925975,12.032631027546142,24799,0
TR_048,Substation_C,83.65225771353198,4.446789683034468,168.94178210264803,46.18572958180092,15707,0
TR_049,Substation_B,73.82000055874656,0.44295900955307144,168.77153075899477,30.705658458675593,1962,0
TR_050,Substation_B,90.20069546281655,5.101895867192776,35.74383921469422,52.8897109811276,22405,0
TR_051,Substation_C,73.81062757227957,7.616086403432591,146.04000824809694,73.32341569109539,16405,1
TR_052,Substation_B,95.3917975207051,4.8527333791560165,53.289258528612784,16.657621492983168,16752,0
TR_053,Substation_C,75.87394452034155,6.571591989471642,325.2117319035966,54.35942218711423,8736,0
TR_054,Substation_D,76.46096814980011,7.085231060452422,379.5983301261436,47.96824463313843,8313,0
TR_055,Substation_C,96.98248417279243,1.9018301983965666,38.203425350596056,17.246696811121964,2568,0
TR_056,Substation_D,66.22638630380581,1.7751542352749907,382.49493084376354,58.039871269963506,6253,0
TR_057,Substation_D,48.71098984929165,4.926749811922835,213.80487374133062,28.25943551816559,7737,0
TR_058,Substation_A,41.870873960367035,3.3471249114729673,126.83061440201082,46.46591707624106,14675,0
TR_059,Substation_C,89.08392161878524,6.734904292647091,39.976209357703766,11.99314756355026,23900,0
TR_060,Substation_A,80.3201208379752,7.2101826748442885,205.24346454746296,44.06464486315796,6691,0
TR_061,Substation_C,85.76518492644954,2.8920288964914733,319.861062351392,31.049394783639727,18398,1
TR_062,Substation_C,53.8426704980792,1.9712774158984085,285.7637261340123,74.90240295075512,19482,0
TR_063,Substation_A,48.864145913140035,6.2661515704265085,29.588144470949768,9.843191794776303,15122,0
TR_064,Substation_A,40.94540326841233,2.2709676808302754,38.43171579348237,40.581618368058045,1501,0
TR_065,Substation_C,62.7881913224288,6.598653116258059,167.12058022672846,43.96667105117223,17917,0
TR_066,Substation_B,78.34464964555116,3.4475322038252267,125.16329267869787,66.6255164854251,15377,0
TR_067,Substation_D,65.4958629314826,5.373644204402616,100.62988599185866,53.81444388266794,10732,0
TR_068,Substation_A,68.43586993154238,0.8547289792938786,119.59175457439831,61.71304866150539,23783,0
TR_069,Substation_D,98.77031514209364,5.028488664944927,323.358269885785,71.04918928039928,21935,1
TR_070,Substation_B,62.63660535651452,3.66896466202411,372.39894091642304,78.28725276094605,4976,0
TR_071,Substation_B,73.4093167953877,4.734206859086245,167.9900508657509,31.67941722140999,17362,0
TR_072,Substation_B,90.9374458281743,1.4273122411844212,363.38329083167383,50.731929955931754,1015,1
TR_073,Substation_A,65.77528085088255,5.921302585059038,135.38332348667396,76.409186667332,12978,1
TR_074,Substation_B,80.43563551481178,6.916096912591505,195.81042467407872,89.1033461320298,1691,1
TR_075,Substation_A,96.05364106853844,1.8122444207171278,98.15130914823989,80.60914143871986,11360,0
TR_076,Substation_B,101.71884053774673,0.8561449886092777,259.7856564485792,36.57471732307202,13948,1
TR_077,Substation_D,49.559776260387466,0.28674482976605753,391.8026349181755,21.589153963585286,6797,0
TR_078,Substation_D,100.22819563549714,5.171574853501801,245.36230745691768,46.59836567956004,17155,1
TR_079,Substation_C,71.98755905016998,4.896042885101368,149.54749280428405,68.03952340606358,8834,1
TR_080,Substation_D,56.78588523943229,4.418909560441153,262.6488039363061,46.868371014030295,24662,0
TR_081,Substation_C,69.84382415548698,1.932382059316206,57.93906460150115,46.070373381661824,6508,0
TR_082,Substation_D,103.70211739355601,3.188157367653566,356.5770413035055,76.24958579195305,8487,1
TR_083,Substation_A,72.02017610953652,4.796363047970767,206.20274080413617,35.71932122071084,3832,0
TR_084,Substation_D,61.36885466868803,4.024458184987438,185.2463993954604,78.08254735898987,1287,0
TR_085,Substation_C,81.17105553058718,7.90350560969761,238.48726749687248,39.5784080808965,6722,0
TR_086,Substation_C,55.60946522058255,1.177874045198192,253.66570648786697,32.89981398265885,10373,0
TR_087,Substation_B,44.93111632706315,5.591641976975991,37.99256442834008,43.58914245197442,17506,0
TR_088,Substation_A,48.3771819241922,3.294118268023908,276.22071627712694,69.80799148736382,20725,0
TR_089,Substation_D,48.32297953225521,3.482776957912357,104.35335532305653,15.710172368439514,4176,0
TR_090,Substation_B,49.87367507829913,5.769022348699592,288.44152667757004,21.69563334912148,3072,0
TR_091,Substation_D,49.02376622221166,5.57024559546252,330.78856980983676,85.87281018136282,7415,1
TR_092,Substation_D,81.65685841220895,7.930922350247288,323.54381794548294,19.916788327415375,5533,0
TR_093,Substation_B,51.822205485944416,1.1143148866875894,225.47537728907676,53.25682202413964,8288,0
TR_094,Substation_B,62.46837341605111,0.922466230134914,212.86625800119296,54.24172966626472,16189,0
TR_095,Substation_B,98.29124664389076,5.822276655317055,65.72162492237057,46.618079274270805,11952,0
TR_096,Substation_B,70.8075066170867,4.669256644350631,312.38499865722287,59.80334612902958,22098,0
TR_097,Substation_B,83.39125300386677,2.2658692658224666,115.8496583742186,24.535271692797565,5212,0
TR_098,Substation_D,51.20079162810594,0.7274130150129942,203.71121489899915,51.9762927610236,566,0
TR_099,Substation_B,52.4987862225636,0.7767001718118013,120.86689624173151,36.63472669598626,16355,0
TR_100,Substation_A,42.65646005732113,7.164107909846535,62.19306156988033,61.241717068481066,12978,0
TR_101,Substation_C,50.98077909969069,1.6157518652780691,255.52750178777725,17.004001186717705,8033,0
TR_102,Substation_B,58.10837203707731,2.6546353407126144,31.189493580932492,53.52458043135548,15603,0
TR_103,Substation_B,51.505681477988546,1.8905855775932054,301.971641309218,20.747980207582515,5116,0
TR_104,Substation_D,45.76566469420862,2.904470816072305,133.8588501518355,28.684660364778093,13777,0
TR_105,Substation_B,47.841331621539055,0.6484483576941376,10.052530271749275,23.590333027504574,18024,0
TR_106,Substation_B,69.95061992212717,4.200572348175336,209.34036430251962,20.541211288849453,6230,0
TR_107,Substation_B,53.411691696376515,0.6341392523784978,28.272244325765218,75.18543088265669,11224,0
TR_108,Substation_D,63.6775409681249,6.422816411796656,117.7061275501508,29.28514325117568,12272,0
TR_109,Substation_B,72.72212260556569,1.946325447092421,285.7208301077293,83.8055214584782,24349,0
TR_110,Substation_C,84.87566386090874,4.366094125375634,34.44895243252769,87.44375465434122,16768,0
TR_111,Substation_D,42.55528908967143,7.0526247917355205,337.34201201884093,53.55713994465327,21355,0
TR_112,Substation_C,91.96167592908778,5.2419312154728335,11.489769836847412,17.155095426586744,13440,0
TR_113,Substation_D,80.81352531690901,4.3103665137555485,106.26130898874187,36.83660068726441,20223,0
TR_114,Substation_B,45.31433707667667,2.6622366496114673,298.95258189930786,72.8072423845982,17432,0
TR_115,Substation_C,96.78261056694052,2.730715113159764,133.34535839442964,36.22821193925099,24559,0
TR_116,Substation_D,99.85670603456785,5.388946946065702,49.73803134574528,12.396463555737043,15143,0
TR_117,Substation_A,43.97006739056614,7.953700953647224,150.49122833216688,52.326717428895975,698,0
TR_118,Substation_B,57.997047129568244,5.328529599810091,115.45338168996496,76.83527237716295,17455,1
TR_119,Substation_D,92.40308318654898,4.5064889972231965,338.65764184261644,72.65374290719771,17674,1
TR_120,Substation_A,88.63687987493779,5.872139030890044,132.2056878582058,19.885466911080023,10330,0
TR_121,Substation_D,51.99386625816453,3.775124337041374,317.68366399264283,62.18499222505967,14298,0
TR_122,Substation_A,53.60770601688617,0.5751245065462032,357.83013647618657,23.742862392030005,18058,0
TR_123,Substation_B,64.08068668143983,4.542144845435487,179.18879363484652,23.54764043693464,11969,0
TR_124,Substation_C,71.49399403741639,7.665239747592503,364.8778261032129,79.29610073094074,678,1
TR_125,Substation_A,80.18656014946924,1.4848932446255114,157.15404104564522,26.221860982919562,19128,0
TR_126,Substation_D,63.97938657203521,5.551038637483259,385.9905824311422,27.37602445403095,20970,0
TR_127,Substation_B,70.06475654865461,1.6873761404065464,44.822914564973445,5.055538214710462,17618,0
TR_128,Substation_A,88.58561097869418,4.333038707337342,277.9375139362647,79.00686790066901,23116,1
TR_129,Substation_D,42.384408187888866,0.8637439522090851,202.5874757782022,72.37055912277646,1298,0
TR_130,Substation_D,56.40840138236135,3.657930396439663,161.18303412770234,58.32295948270763,8101,0
TR_131,Substation_D,86.3677230824959,6.073690298272444,256.75763271195433,68.7725899348016,3295,1
TR_132,Substation_A,98.18844444966795,2.845815041487959,284.5042657373892,17.924128231081802,12996,1
TR_133,Substation_A,73.25903373751831,5.352802623449023,11.701675163620544,43.95750553994391,5088,0
TR_134,Substation_A,74.58737654224552,6.384054690238861,75.1117046114075,34.853647924646374,7797,0
TR_135,Substation_C,46.966180737085445,7.424704773887676,288.0879597473843,12.971004731846403,3584,0
TR_136,Substation_A,69.08180384352455,1.9536724466580833,269.8903112955005,46.32109124326855,11610,0
TR_137,Substation_A,74.6201223195765,3.2545957348935346,386.75852700018413,83.262870279124,1231,0
TR_138,Substation_A,55.760582736257426,1.304086505310298,306.80473819780536,8.40502511930903,1629,0
TR_139,Substation_C,57.50081001170976,7.940619667051164,380.8013560152218,29.77417764697248,2105,0
TR_140,Substation_A,64.52347060180047,7.423307646601933,283.9907955985747,22.640979577484796,12470,0
TR_141,Substation_D,41.30462785555221,4.365661329216421,126.24036136938282,25.242465561584186,11437,0
TR_142,Substation_A,60.935145762906586,6.752063025573728,51.09231967783403,82.21693690974689,11862,1
TR_143,Substation_D,53.7441204547754,4.215568020449133,314.91130670452486,44.78586960991466,3433,0
TR_144,Substation_D,61.28732789156445,5.026326935221801,261.2181963756072,44.6354500998846,15687,0
TR_145,Substation_D,47.78453856825133,0.8040830137165312,28.79254483338553,69.64892960869899,5574,0
TR_146,Substation_C,97.88427324809317,6.066636321924783,150.41968170138156,18.13183734041869,14537,0
TR_147,Substation_C,78.58350948101317,1.1089365207183552,383.15192803887163,46.417555098504316,7599,0
TR_148,Substation_C,84.14165074439182,6.625934278994974,205.15644682697848,41.548743200290076,18374,0
TR_149,Substation_A,91.296130509477,6.2780218925960485,178.7643630476848,55.73740869646577,1393,0
TR_150,Substation_D,72.39874293038872,5.699083112169514,188.50284601212465,89.96240477628729,1890,1
TR_151,Substation_C,45.649818725682536,0.38566700614562077,91.46426236201386,70.40315599697401,20273,0
TR_152,Substation_C,74.9119252182056,2.4947140119680964,153.79579663727014,38.81858475648131,4739,0
TR_153,Substation_A,78.14467267135714,2.178589302295659,154.22716983499888,75.34200944329399,21363,0
TR_154,Substation_C,88.45356582198144,2.945077619025001,30.418457873114235,19.510210881560816,19147,0
TR_155,Substation_A,68.05787050492916,0.7923776994343245,309.3513751219881,7.589413336261611,3932,0
TR_156,Substation_B,48.292719681711645,7.501966801945396,172.43672844251282,22.378111659463208,2871,0
TR_157,Substation_C,58.44543387691709,4.475037701627772,330.65015585840507,33.93498226971207,21196,0
TR_158,Substation_B,63.60034926591128,2.513642054198386,341.6357204367592,48.399364384062594,2015,0
TR_159,Substation_A,81.98462068655408,3.236153984886839,92.67768133247664,57.28597694600199,16406,0
TR_160,Substation_D,77.10058980347927,3.632900069988202,266.36785804635014,82.40148596322585,6826,0
TR_161,Substation_C,63.14628718336,4.844695233548877,194.18990362356286,48.3375908117889,15105,0
TR_162,Substation_A,104.12349117154368,4.173867478802332,353.2611277893792,47.608429793187,23972,1
TR_163,Substation_D,79.37536325819767,7.363196588393897,94.1388648788171,9.27065583495348,6086,0
TR_164,Substation_D,55.41974146283964,4.026011514956059,274.34714812091727,7.967481975779024,3417,0
TR_165,Substation_B,46.61586072032624,7.93804831710417,247.0233276785618,51.848596762891624,22615,0
TR_166,Substation_A,49.935844046981586,6.826257166186257,125.16757625301479,42.245182126109285,24570,0
TR_167,Substation_D,55.98725234499303,1.7472330634229531,63.27435242395732,76.33033357332538,16401,0
TR_168,Substation_C,50.44428926187112,7.451702195686939,264.1395065861378,18.65776470050684,18051,0
TR_169,Substation_C,52.126856563334876,1.0192945432952611,298.05300867160895,7.122591279949216,21993,0
TR_170,Substation_B,58.531185965100065,6.557852697080413,133.0946640677065,43.168295274060696,21211,0
TR_171,Substation_D,51.269283694159064,3.1069240184649827,261.48471556870237,25.185677323941885,22694,0
TR_172,Substation_A,98.28975260071763,7.035997131516049,164.10105396848627,9.217221733801182,20539,0
TR_173,Substation_C,45.215193468006746,6.957647851848858,288.1506844802209,66.59085438204846,4293,1
TR_174,Substation_D,74.09324032206655,6.466810660929207,87.69395720868071,14.485404996366036,10447,0
TR_175,Substation_D,66.675793754328,6.341240446825785,357.183851028108,56.70715750066059,16359,0
TR_176,Substation_B,103.85461009905941,2.5069651988745223,122.0897426215761,28.889228764185578,23622,0
TR_177,Substation_C,47.2825286409234,0.7392623361048922,153.43653522489964,19.74716428017687,2077,0
TR_178,Substation_C,65.8606139379732,3.2835434122447755,32.655861311336416,37.278879448141986,9988,0
TR_179,Substation_A,103.01557816289898,1.4708436683934187,53.489762805297794,73.12289097895106,19104,0
TR_180,Substation_C,96.25796318310871,5.590113602329447,211.18614205780796,38.32795403688868,9664,1
TR_181,Substation_A,93.10968461170319,2.834187839648506,114.36114392390888,68.81542018293973,1530,0
TR_182,Substation_C,56.763683757921086,7.8073205867933275,335.8372880394558,15.666335227927808,16381,0
TR_183,Substation_B,51.107693180354275,5.163679411028123,15.730421575431999,70.68557067153172,11285,1
TR_184,Substation_C,83.46180929508802,6.597596452711452,157.84667898205512,25.139332617065136,7191,0
TR_185,Substation_A,100.40943929329308,1.1469449146606028,141.56476323994613,62.57841604055419,20876,0
TR_186,Substation_A,76.18958804590544,6.909914409953718,17.537776057864406,53.09143216148469,17797,0
TR_187,Substation_B,77.15482481554349,7.389781805055815,58.50367561019899,83.97730096299343,6858,1
TR_188,Substation_C,58.198641087918475,3.9477891586695937,171.32064321826775,37.922414027901695,19065,0
TR_189,Substation_C,90.01704065747589,4.889398208232722,202.21718793450418,10.624041050927438,20081,1
TR_190,Substation_B,52.15784365623902,6.1419974271336635,167.67300142939894,6.6282162718564965,22924,0
TR_191,Substation_C,61.039150366275834,1.4812251553572593,217.06569458071658,75.28297768268402,1962,0
TR_192,Substation_C,67.65336851006708,4.070272004061195,242.1013532132158,49.602529201221735,16011,0
TR_193,Substation_A,72.99467461448958,3.2494379194012737,13.870290239855896,70.89574440597069,11070,0
TR_194,Substation_C,55.75663260698022,1.2563545380817682,190.9971121868665,24.92617600097875,16397,0
TR_195,Substation_C,47.464393608048226,3.0035219361030987,385.76470394615944,34.33211836862487,12146,0
TR_196,Substation_B,79.69030275870611,0.6385612441453992,212.422589250524,7.5588291379621095,15974,0
TR_197,Substation_B,58.76098596061662,0.3039140649009472,274.24148430899174,86.72684758879953,7537,0
TR_198,Substation_D,77.78048439246979,1.1678136843231,131.62690458758445,61.76877206956914,9999,0
TR_199,Substation_A,50.03357649282315,7.708609381554473,311.8566374795774,84.32243245954103,21878,1
TR_200,Substation_C,71.27410662056313,4.441283333570634,311.4393779316849,27.567194631471146,13886,0
TR_201,Substation_C,74.61831311585308,7.729995073110437,213.3054585851142,56.97440695418117,22192,0
TR_202,Substation_D,43.36852989345775,3.516733238808043,390.6453910788933,62.67249730487421,6721,0
TR_203,Substation_C,61.87927808260484,2.563347451373551,58.964583757434816,31.991724521895016,23974,0
TR_204,Substation_A,48.736954001033325,4.098520716437928,16.609589306936588,77.08928497632856,8269,0
TR_205,Substation_D,44.1193730807299,3.5721423401999903,310.36170258526744,85.50872434652106,17571,0
TR_206,Substation_A,104.34741510534644,0.9347510056677769,324.7906595723042,80.21268500416036,14856,1
TR_207,Substation_D,60.952999923357,5.162527886052629,56.880819357024734,67.82069295484666,21545,1
TR_208,Substation_D,92.64183898055126,1.806701641825837,113.57730485385638,28.58449777662109,18778,0
TR_209,Substation_B,56.55164255964465,4.994744843692853,16.845421712985274,28.937363578978697,7889,0
TR_210,Substation_A,84.2976769445554,5.236588629945412,124.39035820442022,86.88562723791323,5422,1
TR_211,Substation_C,89.41481089282962,1.3009963397163202,311.5253308282819,5.874182154533822,14139,1
TR_212,Substation_C,78.71651813950987,0.5846620541742785,212.0046058079058,65.86424772558229,23206,0
TR_213,Substation_A,70.6524522557603,6.268016529940675,145.75728133563234,65.03092381719728,10503,1
TR_214,Substation_C,66.76965941957246,3.7324233477776296,154.9783250134688,57.928610980732785,20067,0
TR_215,Substation_C,62.6764373252947,0.5594939844932588,10.52791402903258,89.15925191738359,20681,0
TR_216,Substation_A,100.41939437610867,7.9594439056411606,126.922205750442,31.509752039916645,5678,0
TR_217,Substation_D,93.99026150620239,0.5564664318712964,262.11890923879287,33.897608422426096,15740,1
TR_218,Substation_A,102.72674919332331,5.59077830798257,389.9358330883793,11.709849250457221,4468,1
TR_219,Substation_D,48.07931952656041,7.871063509580967,340.3537225237208,42.637841606217684,3216,0
TR_220,Substation_C,87.50638588823688,1.9895228233058124,19.202036211756358,27.18912472996209,17074,0
TR_221,Substation_C,100.99212969336746,1.22377001262885,360.4386358231873,34.187869685099756,14011,1
TR_222,Substation_C,51.78014930076791,1.0589410214371884,315.4473811864641,75.93860217172835,18219,0
TR_223,Substation_B,44.32225737884054,2.495873665784005,314.34668819268234,84.51618364983713,8681,0
TR_224,Substation_D,88.17284220385383,0.8982619069841089,188.61834601139287,20.787311120440776,13495,0
TR_225,Substation_B,77.34075235669428,5.568074599383642,165.2220642522561,36.6632591820446,11798,0
TR_226,Substation_B,94.71887048928768,0.5921052052274953,128.13713424494512,83.9335977798085,17262,0
TR_227,Substation_A,49.08520448070882,4.124434812383338,35.620994992202654,10.253719158583923,20713,0
TR_228,Substation_B,91.69237527089285,7.973905145438517,99.01179176254266,12.850644889467173,6880,0
TR_229,Substation_A,53.1057758031034,6.530365129097548,106.1754176414296,18.8372340825295,1115,0
TR_230,Substation_A,50.63763628627079,4.960233562024986,198.79005718697863,55.593090900784354,19214,0
TR_231,Substation_B,50.67727686551454,2.5194036042142325,301.50331857271067,17.790143035509786,18638,0
TR_232,Substation_D,92.94735681503984,5.028777106703944,194.78583307519918,87.28649242331235,963,1
TR_233,Substation_D,83.237819345253,4.263627564902047,32.55933528439264,42.97073481697423,9658,0
TR_234,Substation_D,73.99925260999277,3.4660587327339347,383.53802238539953,47.62902662976414,21151,0
TR_235,Substation_D,63.32398146802766,1.132611976247576,377.6624844467038,25.96598234345955,3658,0
TR_236,Substation_D,97.01803515285204,7.104173300399687,316.2239218278793,45.031621456952344,20508,1
TR_237,Substation_B,65.5089319824713,3.653298725688448,396.617881610046,61.26265877414598,13934,0
TR_238,Substation_B,93.07896356565251,1.6375178433840443,222.34810979210255,68.85005664109363,5438,1
TR_239,Substation_C,68.5437690570642,3.005298871930588,385.47965659875035,69.07878703034261,5917,0
TR_240,Substation_D,64.501387912619,3.371625044978524,39.4859658405328,54.12074457899751,22888,0
TR_241,Substation_B,70.07418606852443,6.637549374978307,152.61549182193482,81.87058087447787,9381,1
TR_242,Substation_C,59.58956182066923,5.895553606435076,97.89869452263868,74.4796670210193,6103,1
TR_243,Substation_D,88.59460971145631,6.177508659766584,86.3749028123653,69.34908974938317,2712,1
TR_244,Substation_A,72.67682535601114,0.187146988986313,64.91315006814366,9.726469342839152,23004,0
TR_245,Substation_C,55.09382518454312,3.3876165856201164,252.7413202107387,5.5846267886701915,22702,0
TR_246,Substation_B,98.47234726284695,3.902618797919057,314.715523741449,23.058018561615203,17266,1
TR_247,Substation_A,64.95292938925874,0.25161898690214785,235.53637577394065,61.39950548264344,19140,0
TR_248,Substation_A,75.33093597240926,2.1525243490857706,67.31545673940178,39.9517865550164,12195,0
TR_249,Substation_A,98.92068721269555,6.106289602664867,326.3382702740536,39.2045320404415,18296,1
TR_250,Substation_C,80.5754697344095,1.1831666752590926,258.0223357938541,80.18988549951716,10275,0
TR_251,Substation_B,47.598372646043664,4.328950038475474,161.38462538952825,81.1228420912063,15059,0
TR_252,Substation_A,101.08908803487589,1.8000947889361765,272.9108152590646,82.27989744455479,6646,1
TR_253,Substation_D,80.80102344964216,0.19575411968675688,111.36294190470481,31.67963650377732,871,0
TR_254,Substation_A,61.7688649527106,2.0054915150363777,144.6249613127421,63.73974408283725,22690,0
TR_255,Substation_A,49.05268472312017,7.809402663789425,367.8194788214762,28.088820408321418,6065,0
TR_256,Substation_C,91.61163730256924,6.432143183875618,123.29675721185396,21.20183581132823,9302,0
TR_257,Substation_C,80.30472913535337,7.680655490136163,193.29542458159528,20.69375887452638,8807,0
TR_258,Substation_B,74.67497097846089,3.9540469470182638,357.1550435844457,34.079147773405495,7937,0
TR_259,Substation_D,98.10301789831225,0.9669159695522777,286.0113266043357,41.546397681284844,946,1
TR_260,Substation_C,91.25881872959451,4.428879962892174,34.25925820423407,75.63067953968081,1891,0
TR_261,Substation_A,49.85886718262883,3.689580943023691,67.44818726879843,15.190742945180528,12016,0
TR_262,Substation_B,60.26193440671064,6.770420953642966,13.05822040104756,67.468697028566,18224,1
TR_263,Substation_A,56.151794087940274,0.8748523881955322,256.0594981893737,50.17366770609095,15954,0
TR_264,Substation_A,88.356509017224,3.957104982472048,184.59263591006314,29.47535412745936,19823,0
TR_265,Substation_C,42.17960825782566,1.2853844510824757,62.367191851887455,46.88966468529009,12391,0
TR_266,Substation_B,77.04282951663558,2.664939822431474,383.59430721214045,30.495075931046927,15498,0
TR_267,Substation_D,89.55981457314488,5.925120911363617,216.56729233879176,55.66696619525601,6469,1
TR_268,Substation_D,96.9897663895137,3.860543222013256,104.33838470402678,41.87673344269576,9765,0
TR_269,Substation_C,62.23531366653398,3.069517452651578,205.23539275033593,18.974469971704693,16361,0
TR_270,Substation_C,93.38172480368084,3.2163626007032793,275.05192976669207,14.909561337234221,21697,1
TR_271,Substation_B,47.19106290208847,3.7296294704072945,39.733295009690146,51.469132976131064,20453,0
TR_272,Substation_D,95.01939896274368,6.301630696312749,117.13448786867788,81.70510782931879,5954,1
TR_273,Substation_D,48.28676305157886,7.1474690426278515,324.7165414447575,34.236403357403276,3650,0
TR_274,Substation_D,65.82367388642388,7.647144023381033,189.26929945703787,67.30500911392298,15886,1
TR_275,Substation_A,91.824198775671,6.316536751416831,223.16508539259502,60.98621516988019,6914,1
TR_276,Substation_D,49.7446327776703,2.591714476409301,178.79824086169302,84.18216771630588,5157,0
TR_277,Substation_A,54.9013406901217,5.536264178083683,27.120977630771996,74.78338647042698,23831,1
TR_278,Substation_B,86.94641694554932,3.5570646800375965,74.64241412986081,53.16144700696435,10986,0
TR_279,Substation_A,86.80237487549483,2.1118979141638046,183.76123910933745,60.847592349899124,24827,0
TR_280,Substation_B,81.67459613754433,6.742885477464789,91.58233150909184,81.36284965964296,20546,1
TR_281,Substation_D,85.1066488903615,0.40356815680236746,29.49182117727471,38.959096689889456,21366,0
TR_282,Substation_D,75.27708881759375,7.223919737869846,339.0233689802113,32.77754999791108,21681,0
TR_283,Substation_B,56.36693882895193,3.7456719705354002,392.66508637400517,5.918942108991689,15394,0
TR_284,Substation_C,62.47023957775477,5.1338916667854155,319.3257208587284,75.25684130627445,21952,1
TR_285,Substation_B,51.80385159209267,5.308895985425683,342.97611946482016,73.08335953428602,5980,1
TR_286,Substation_C,99.04928648668584,7.171430151581637,104.3710808236477,13.878634038512867,8533,0
TR_287,Substation_A,77.92046665979782,5.129690489120938,384.6445204501479,54.032877396279524,1483,0
